Name
High-end equipment
Special equipment
Electronic information
Electric power equipment
Automobile industry
Rail transit
Spaceflight & aviation
Metal products
Plastic products
Building materials
New material
New energy
Chemical industry
Food industry
Biopharmaceutical industry
Environmental protection equipment
Logistics & warehousing
Modern service industry
Software & internet technology
